order_id,customer_id,product_id,quantity,order_date
1777,27,108,2.0,2026-06-26
1778,195,123,2.0,28/02/2026
1779,226,105,4.0,28/05/2026
1780,175,104,2.0,2026-05-23
1781,217,160,5.0,2026-06-05
1782,216,106,2.0,2026-01-03
1783,200,105,1.0,2026-03-29
1784,126,102,3.0,2026-04-13
1785,25,108,2.0,2026-06-01
1786,1,132,2.0,2026-02-10
1787,52,150,2.0,2026-02-25
1788,108,145,1.0,2026-02-02
1789,186,135,2.0,2026-05-18
1790,114,106,2.0,2026-06-30
1791,6,147,2.0,2026-01-26
1792,53,103,1.0,2026-02-12
1793,245,138,2.0,2026-02-25
1794,248,125,2.0,2026-06-10
1795,95,153,2.0,2026-03-22
1796,202,119,1.0,2026-02-21
1797,180,139,2.0,2026-02-28
1798,233,127,1.0,2026-04-19
1799,222,132,2.0,2026-03-12
1800,158,157,1.0,2026-01-26
1801,99,143,2.0,2026-05-29
1802,157,125,4.0,2026-03-18
1803,80,127,4.0,2026-02-16
1804,88,143,3.0,2026-05-12
1805,153,121,3.0,2026-05-15
1806,143,111,1.0,2026-01-29
1807,146,129,1.0,2026-01-14
1808,97,105,3.0,2026-01-09
1809,103,111,4.0,2026-05-19
1810,3,126,2.0,2026-04-24
1811,151,148,4.0,2026-05-24
1812,144,147,1.0,2026-04-24
1813,234,116,,14/03/2026
1814,127,126,1.0,2026-04-17
1815,117,110,2.0,2026-05-11
1816,17,146,3.0,2026-03-14
1817,50,115,1.0,2026-06-15
1818,85,148,4.0,2026-06-12
1819,95,151,3.0,2026-05-25
1820,91,142,1.0,2026-06-29
1821,99,120,1.0,2026-03-12
1822,193,158,3.0,2026-01-21
1823,33,142,3.0,2026-03-29
1824,84,139,1.0,2026-05-16
1825,41,152,1.0,2026-05-22
1826,77,153,2.0,2026-03-12
1827,172,105,2.0,2026-02-22
1828,12,153,1.0,2026-03-22
1829,85,146,5.0,2026-05-26
1830,6,113,2.0,2026-01-11
1831,239,119,2.0,2026-03-01
1832,182,146,1.0,2026-02-11
1833,61,113,5.0,2026-05-26
1834,50,128,1.0,2026-03-27
1835,25,142,5.0,16/01/2026
1836,119,140,2.0,17/02/2026
1837,189,155,4.0,2026-01-09
1838,147,107,1.0,2026-03-28
1839,221,118,1.0,2026-06-30
1840,86,160,4.0,2026-04-13
1841,70,135,4.0,2026-06-07
1842,120,115,2.0,2026-05-15
1843,51,118,1.0,2026-06-09
1844,244,121,5.0,2026-02-26
1845,47,134,2.0,2026-06-22
1846,120,118,5.0,2026-02-13
1847,131,138,4.0,2026-03-21
1848,15,127,4.0,2026-05-04
1849,118,137,3.0,2026-02-21
1850,114,110,3.0,2026-02-17
1851,65,138,2.0,2026-01-24
1852,32,156,1.0,2026-01-01
1853,12,109,2.0,2026-04-01
1854,3,120,3.0,2026-06-28
1855,121,142,4.0,2026-02-09
1856,23,138,2.0,2026-03-21
1857,240,141,3.0,2026-06-19
1858,62,134,1.0,2026-05-20
1859,164,141,2.0,2026-01-01
1860,169,137,2.0,2026-04-01
1861,124,105,5.0,2026-01-26
1862,221,146,1.0,2026-02-14
1863,28,127,1.0,2026-02-14
1864,59,104,1.0,2026-04-21
1865,64,125,1.0,2026-02-06
1866,34,127,2.0,2026-02-15
1867,74,106,3.0,2026-02-10
1868,79,160,4.0,2026-03-06
1869,192,114,5.0,2026-04-29
1870,76,120,1.0,2026-03-14
1871,220,127,1.0,2026-03-01
1872,194,150,1.0,2026-04-04
1873,226,145,1.0,2026-04-22
1874,27,147,4.0,2026-01-03
1875,247,115,1.0,11/06/2026
1876,154,151,1.0,2026-06-15
1877,246,150,4.0,2026-04-20
1878,89,128,5.0,2026-04-15
1879,239,133,1.0,2026-05-06
1880,148,103,1.0,2026-03-21
1881,18,146,2.0,2026-03-08
1882,103,158,2.0,2026-03-05
1883,35,129,5.0,2026-01-29
1884,236,133,2.0,2026-06-02
1885,77,130,1.0,2026-02-28
1886,56,105,2.0,2026-02-21
1887,139,138,2.0,2026-06-24
1888,107,144,2.0,2026-04-02
1889,25,156,2.0,2026-04-23
1890,205,156,5.0,2026-02-14
1891,212,130,4.0,2026-02-20
1892,186,158,1.0,2026-05-12
1893,155,132,1.0,2026-03-23
1894,101,139,3.0,2026-01-27
1895,136,137,2.0,2026-06-01
1896,131,160,2.0,2026-03-14
1897,42,145,1.0,2026-05-01
1898,21,108,1.0,2026-03-03
1899,64,105,3.0,12/04/2026
1900,114,125,4.0,2026-05-21
1901,41,131,4.0,2026-06-10
1902,27,141,1.0,2026-02-07
1903,213,129,1.0,2026-05-02
1904,94,131,1.0,2026-06-15
1905,147,156,2.0,2026-04-27
1906,132,121,2.0,26/01/2026
1907,184,130,5.0,2026-02-04
1908,185,134,5.0,2026-02-06
1909,75,129,1.0,2026-01-20
1910,212,159,3.0,2026-05-17
1911,93,158,1.0,2026-06-24
1912,209,131,1.0,2026-04-04
1913,102,128,2.0,2026-04-19
1914,28,136,1.0,2026-05-21
1915,191,111,1.0,2026-03-17
1916,8,126,2.0,2026-03-27
1917,194,114,1.0,2026-04-17
1918,11,109,2.0,2026-02-25
1919,52,106,2.0,2026-01-12
1920,151,136,4.0,2026-04-13
1921,236,101,1.0,2026-05-29
1922,103,139,1.0,2026-01-14
1923,31,126,2.0,2026-02-09
1924,59,122,1.0,2026-02-17
1925,225,147,3.0,2026-05-26
1926,182,133,1.0,2026-04-02
1927,26,145,2.0,07/04/2026
1928,97,143,5.0,2026-04-27
1929,67,102,1.0,2026-02-20
1930,45,113,1.0,2026-05-10
1931,212,135,4.0,2026-01-06
1932,155,159,2.0,2026-01-21
1933,45,110,1.0,2026-05-28
1934,163,107,1.0,2026-04-30
1935,104,157,4.0,2026-02-01
1936,16,159,4.0,2026-03-21
1937,113,111,1.0,2026-01-10
1938,47,125,2.0,2026-05-02
1939,62,138,4.0,17/05/2026
1940,220,112,1.0,2026-02-20
1941,178,120,1.0,2026-03-05
1942,34,124,4.0,2026-02-12
1943,213,139,1.0,2026-03-12
1944,144,119,4.0,2026-02-19
1945,219,125,2.0,2026-02-14
1946,187,118,5.0,2026-03-19
1947,85,146,1.0,2026-06-05
1948,134,110,5.0,2026-05-19
1949,133,114,1.0,2026-02-23
1950,180,115,1.0,2026-06-20
1951,63,155,3.0,2026-02-08
1952,84,157,2.0,2026-06-14
1953,62,131,4.0,2026-02-25
1954,75,110,1.0,2026-04-08
1955,41,146,1.0,2026-02-06
1956,10,130,2.0,2026-05-18
1957,236,151,5.0,2026-02-27
1958,19,122,2.0,2026-06-07
1959,222,160,4.0,2026-01-16
1960,1,149,5.0,2026-04-01
1961,195,114,4.0,2026-01-29
1962,83,144,2.0,2026-06-10
1963,130,118,3.0,2026-03-17
1964,71,121,2.0,2026-05-03
1965,123,116,3.0,2026-06-09
1966,113,141,2.0,2026-04-07
1967,133,116,2.0,2026-01-11
1968,99,139,2.0,2026-02-09
1969,135,135,3.0,2026-02-08
1970,207,146,4.0,2026-06-15
1971,109,160,5.0,2026-06-14
1972,91,101,2.0,2026-03-28
1973,33,160,1.0,2026-06-11
1974,90,107,2.0,2026-02-14
1975,32,132,1.0,2026-05-03
1976,46,121,1.0,2026-03-12
1977,239,139,1.0,2026-02-13
1978,23,144,2.0,2026-02-15
1979,121,152,5.0,2026-03-17
1980,209,125,2.0,2026-03-03
1981,239,156,2.0,2026-02-08
1982,37,120,1.0,2026-03-02
1983,41,113,3.0,2026-01-24
1984,94,123,1.0,2026-06-25
1985,139,132,4.0,2026-03-10
1986,240,141,4.0,2026-01-20
1987,52,150,5.0,2026-04-15
1988,42,114,1.0,2026-06-09
1989,64,119,1.0,07/03/2026
1990,219,157,1.0,2026-06-02
1991,8,127,4.0,2026-04-21
1992,96,115,1.0,2026-05-14
1993,30,160,5.0,23/02/2026
1994,40,127,1.0,2026-01-07
1995,230,160,1.0,2026-03-04
1996,1,156,1.0,2026-06-17
1997,81,155,4.0,2026-05-24
1998,229,135,2.0,2026-05-22
1999,153,148,1.0,2026-06-08
2000,18,158,3.0,2026-03-09
2001,117,117,3.0,2026-02-28
2002,243,103,2.0,2026-06-17
2003,101,120,2.0,2026-04-14
2004,133,139,1.0,2026-02-23
2005,133,133,1.0,2026-02-20
2006,166,105,2.0,2026-06-08
2007,47,134,1.0,2026-01-10
2008,210,111,2.0,12/01/2026
2009,248,131,1.0,2026-05-14
2010,36,135,4.0,2026-01-01
2011,205,139,1.0,2026-01-31
2012,205,125,1.0,2026-06-29
2013,186,125,3.0,2026-03-19
2014,93,141,1.0,2026-05-12
2015,118,145,1.0,2026-03-30
2016,210,149,1.0,2026-01-17
2017,39,121,1.0,2026-02-03
2018,208,126,4.0,2026-05-18
2019,231,120,3.0,2026-01-18
2020,171,132,1.0,2026-04-18
2021,86,108,3.0,2026-03-04
2022,140,126,3.0,2026-03-09
2023,13,112,2.0,2026-06-22
2024,233,132,2.0,2026-04-20
2025,86,152,5.0,2026-04-22
2026,15,160,2.0,2026-03-05
2027,199,127,2.0,2026-03-11
2028,165,104,2.0,2026-05-05
2029,156,114,4.0,2026-01-08
2030,14,107,3.0,2026-02-12
2031,188,146,1.0,2026-04-19
2032,160,160,2.0,2026-04-23
2033,199,134,3.0,2026-01-17
2034,207,111,1.0,2026-05-23
2035,53,102,5.0,2026-04-09
2036,53,159,4.0,2026-02-13
2037,231,119,4.0,2026-05-17
2038,133,107,1.0,2026-06-29
2039,110,111,2.0,2026-03-18
2040,72,116,2.0,2026-02-21
2041,160,140,3.0,24/02/2026
2042,189,154,4.0,2026-04-18
2043,1,117,1.0,09/01/2026
2044,139,142,2.0,2026-03-29
2045,249,104,3.0,2026-01-05
2046,71,101,4.0,2026-01-07
2047,71,104,4.0,2026-03-19
2048,220,156,1.0,2026-05-15
2049,16,135,5.0,2026-06-09
2050,100,149,1.0,2026-01-16
2051,115,102,2.0,2026-02-14
2052,200,102,2.0,18/03/2026
2053,33,151,1.0,2026-04-14
2054,109,107,2.0,2026-06-28
2055,39,110,2.0,2026-05-04
2056,197,132,2.0,2026-04-08
2057,159,137,1.0,2026-01-12
2058,125,114,1.0,2026-01-15
2059,99,127,1.0,2026-01-28
2060,39,141,3.0,2026-04-30
2061,231,127,1.0,2026-03-01
2062,162,123,2.0,2026-02-13
2063,80,105,3.0,2026-05-02
2064,104,128,4.0,2026-05-28
2065,182,149,1.0,2026-03-21
2066,180,138,5.0,2026-06-09
2067,116,154,1.0,2026-05-13
2068,76,108,1.0,2026-05-10
2069,165,101,1.0,2026-06-07
2070,165,133,1.0,2026-02-03
2071,150,111,4.0,2026-05-18
2072,19,136,1.0,2026-06-23
2073,119,155,3.0,2026-06-29
2074,154,121,2.0,2026-04-15
2075,238,133,1.0,2026-05-17
2076,132,141,2.0,10/06/2026
2077,86,110,1.0,2026-06-04
2078,139,154,2.0,2026-06-12
2079,45,113,2.0,2026-05-31
2080,23,149,2.0,2026-03-11
2081,170,140,1.0,2026-05-13
2082,247,109,4.0,2026-03-16
2083,212,144,2.0,2026-05-26
2084,146,112,1.0,2026-05-27
2085,11,136,2.0,2026-06-19
2086,247,158,1.0,2026-04-17
2087,113,158,5.0,2026-03-28
2088,73,153,4.0,2026-01-30
2089,224,130,1.0,2026-04-26
2090,187,134,3.0,2026-04-13
2091,188,119,3.0,2026-04-04
2092,70,156,2.0,2026-05-03
2093,248,129,1.0,2026-06-04
2094,114,147,5.0,27/01/2026
2095,133,122,5.0,2026-03-20
2096,188,145,5.0,2026-05-11
2097,165,114,5.0,29/05/2026
2098,44,145,5.0,2026-05-21
2099,76,103,3.0,2026-05-25
2100,91,107,1.0,2026-06-04
2101,237,122,2.0,2026-06-24
2102,179,129,1.0,2026-04-21
2103,92,143,1.0,2026-02-15
2104,184,122,4.0,2026-04-13
2105,185,102,4.0,2026-05-09
2106,99,120,2.0,2026-01-19
2107,101,127,3.0,18/05/2026
2108,224,133,1.0,2026-04-09
2109,141,139,1.0,2026-06-19
2110,38,115,4.0,2026-02-08
2111,180,137,2.0,2026-06-14
2112,148,138,2.0,2026-03-23
2113,128,147,2.0,2026-04-14
2114,182,132,1.0,2026-04-30
2115,227,149,4.0,2026-04-15
2116,83,114,4.0,2026-06-13
2117,105,143,3.0,2026-01-31
2118,48,103,1.0,13/05/2026
2119,162,107,3.0,2026-06-26
2120,101,152,5.0,2026-02-09
2121,86,129,3.0,2026-02-16
2122,175,138,2.0,2026-03-27
2123,103,137,1.0,2026-05-12
2124,117,142,2.0,2026-06-23
2125,111,115,1.0,2026-05-25
2126,65,111,2.0,2026-05-24
2127,32,103,1.0,2026-03-21
2128,207,152,1.0,2026-04-27
2129,23,114,4.0,2026-02-08
2130,82,135,2.0,2026-03-25
2131,167,128,2.0,2026-02-04
2132,33,110,2.0,2026-01-05
2133,164,125,2.0,2026-06-05
2134,184,105,4.0,2026-05-26
2135,166,111,1.0,2026-04-03
2136,77,109,4.0,2026-01-03
2137,5,150,1.0,2026-01-17
2138,222,135,1.0,2026-01-21
2139,82,156,2.0,2026-05-10
2140,202,127,5.0,2026-02-06
2141,50,113,1.0,2026-02-15
2142,41,137,2.0,2026-06-05
2143,195,156,1.0,2026-06-08
2144,235,132,1.0,2026-05-19
2145,216,102,4.0,2026-02-26
2146,188,119,3.0,2026-04-15
2147,62,156,2.0,2026-02-06
2148,229,132,2.0,2026-06-05
2149,167,158,2.0,2026-01-16
2150,44,131,1.0,2026-05-15
2151,33,101,2.0,2026-04-03
2152,218,153,1.0,2026-05-18
2153,69,146,4.0,2026-03-23
2154,192,143,2.0,2026-01-29
2155,35,159,1.0,2026-05-16
2156,71,112,2.0,2026-04-25
2157,71,155,4.0,2026-03-26
2158,71,114,1.0,2026-03-09
2159,169,159,5.0,2026-03-04
2160,229,112,2.0,2026-03-29
2161,228,134,3.0,2026-02-17
2162,186,148,5.0,2026-02-21
2163,51,105,2.0,2026-02-20
2164,241,105,1.0,2026-01-03
2165,136,151,3.0,2026-06-17
2166,137,104,1.0,2026-02-12
2167,176,137,2.0,30/01/2026
2168,193,157,5.0,2026-01-28
2169,239,137,2.0,2026-06-28
2170,146,129,3.0,2026-03-28
2171,153,126,2.0,2026-03-01
2172,187,139,1.0,2026-03-15
2173,64,135,1.0,16/01/2026
2174,77,131,2.0,2026-02-26
2175,157,110,1.0,2026-02-15
2176,17,140,2.0,2026-05-26
2177,81,145,2.0,2026-01-11
2178,180,143,4.0,2026-03-19
2179,245,105,1.0,2026-05-23
2180,130,143,4.0,2026-05-31
2181,100,144,2.0,2026-04-03
2182,111,112,3.0,2026-02-10
2183,172,151,2.0,2026-03-02
2184,137,132,1.0,2026-02-10
2185,6,129,5.0,2026-04-30
2186,135,144,1.0,2026-02-22
2187,101,131,1.0,2026-04-25
2188,176,133,4.0,2026-04-29
2189,219,119,2.0,2026-06-20
2190,241,156,5.0,2026-03-09
2191,153,159,2.0,2026-06-23
2192,91,108,1.0,2026-03-14
2193,111,144,1.0,2026-05-04
2194,45,102,2.0,2026-04-30
2195,234,123,1.0,2026-05-29
2196,212,159,5.0,2026-03-26
2197,214,111,1.0,2026-05-24
2198,83,123,5.0,2026-03-06
2199,81,114,1.0,2026-03-30
2200,215,144,1.0,2026-04-01
2201,137,128,1.0,08/05/2026
2202,177,136,1.0,2026-04-22
2203,123,157,2.0,2026-01-15
2204,111,132,1.0,2026-05-27
2205,159,145,2.0,2026-05-18
2206,204,106,2.0,2026-01-19
2207,84,113,1.0,2026-06-24
2208,203,157,1.0,2026-04-30
2209,62,152,1.0,2026-01-16
2210,101,140,1.0,2026-03-30
2211,229,123,1.0,2026-06-01
2212,239,112,1.0,2026-02-20
2213,231,152,2.0,18/06/2026
2214,80,148,1.0,2026-03-17
2215,211,115,1.0,2026-02-10
2216,235,136,2.0,2026-03-06
2217,245,138,2.0,2026-04-05
2218,6,129,1.0,2026-05-05
2219,187,156,1.0,2026-06-17
2220,250,108,2.0,2026-02-05
2221,192,116,1.0,2026-06-23
2222,59,106,2.0,2026-04-06
2223,191,142,,2026-01-24
2224,27,139,2.0,2026-06-17
2225,121,160,1.0,2026-03-05
2226,157,133,3.0,2026-04-23
2227,115,110,1.0,2026-05-07
2228,175,128,1.0,2026-01-03
2229,61,106,1.0,2026-02-10
2230,152,141,5.0,2026-05-05
2231,162,141,5.0,2026-02-28
2232,159,152,2.0,2026-01-02
2233,73,121,2.0,2026-01-05
2234,77,119,3.0,2026-05-30
2235,65,105,2.0,2026-01-28
2236,116,125,2.0,2026-01-19
2237,147,129,5.0,2026-04-12
2238,91,146,3.0,2026-01-22
2239,103,146,1.0,2026-04-29
2240,72,109,2.0,2026-04-09
2241,55,118,5.0,2026-04-28
2242,165,131,2.0,2026-03-30
2243,205,121,1.0,2026-05-21
2244,73,102,4.0,2026-04-27
2245,216,151,2.0,2026-03-17
2246,143,144,2.0,2026-01-03
2247,42,132,2.0,2026-02-19
2248,92,120,1.0,2026-01-24
2249,2,151,2.0,2026-01-03
2250,10,103,2.0,2026-02-19
2251,85,127,5.0,2026-02-07
2252,114,149,1.0,2026-01-14
2253,200,158,1.0,2026-02-26
2254,34,116,2.0,2026-04-02
2255,210,140,5.0,2026-02-02
2256,59,112,2.0,2026-02-19
2257,35,107,2.0,2026-01-04
2258,175,122,3.0,2026-01-10
2259,194,154,3.0,2026-01-29
2260,152,142,1.0,2026-03-23
2261,29,130,5.0,2026-05-01
2262,29,117,2.0,2026-05-23
2263,98,109,1.0,2026-04-24
2264,113,117,2.0,22/04/2026
2265,250,110,5.0,2026-06-19
2266,72,112,2.0,2026-02-16
2267,49,142,2.0,2026-05-25
2268,237,108,2.0,2026-06-19
2269,39,103,3.0,13/04/2026
2270,7,133,4.0,2026-06-02
2271,106,118,1.0,2026-01-25
2272,101,128,2.0,2026-06-09
2273,155,109,2.0,2026-04-13
2274,220,113,1.0,2026-02-10
2275,234,127,3.0,2026-01-12
2276,73,142,1.0,2026-05-11
2277,246,125,2.0,2026-03-19
2278,159,133,1.0,2026-02-26
2279,18,132,1.0,2026-03-12
2280,235,117,4.0,2026-06-29
2281,35,117,1.0,2026-03-19
2282,148,126,1.0,2026-01-15
2283,198,102,4.0,2026-02-20
2284,63,142,5.0,2026-01-27
2285,68,137,1.0,2026-05-05
2286,120,119,1.0,2026-05-25
2287,222,123,3.0,2026-06-02
2288,56,120,4.0,2026-04-25
2289,166,140,5.0,2026-05-20
2290,114,146,2.0,2026-03-17
2291,28,107,1.0,2026-04-24
2292,178,125,4.0,2026-01-20
2293,209,101,1.0,2026-04-08
2294,144,128,1.0,2026-04-11
2295,45,115,3.0,2026-01-06
2296,39,121,2.0,2026-04-10
2297,106,128,1.0,2026-05-11
2298,127,120,1.0,08/03/2026
2299,139,124,2.0,2026-04-09
2300,61,146,1.0,2026-02-21
2301,126,149,3.0,2026-02-19
2302,74,101,2.0,2026-01-24
2303,172,123,2.0,2026-03-01
2304,200,151,2.0,2026-05-26
2305,164,132,1.0,19/06/2026
2306,1,113,1.0,2026-04-26
2307,249,136,3.0,2026-04-24
2308,6,109,2.0,2026-04-22
2309,250,102,2.0,2026-03-28
2310,8,138,2.0,2026-03-18
2311,130,131,1.0,2026-04-23
2312,27,146,5.0,2026-05-22
2313,24,121,2.0,2026-03-16
2314,171,152,3.0,2026-04-13
2315,182,126,5.0,2026-03-27
2316,30,145,5.0,2026-02-21
2317,245,107,3.0,2026-02-22
2318,81,106,4.0,2026-01-15
2319,80,147,2.0,2026-03-21
2320,75,151,3.0,2026-05-09
2321,116,157,1.0,2026-05-05
2322,45,120,3.0,2026-06-28
2323,107,102,1.0,2026-01-08
2324,53,159,5.0,2026-05-18
2325,13,137,1.0,2026-05-24
2326,93,115,3.0,2026-03-20
2327,169,146,1.0,2026-02-21
2328,191,155,1.0,2026-03-06
2329,89,118,5.0,2026-05-04
2330,81,147,4.0,2026-06-06
2331,197,148,1.0,2026-04-27
2332,171,131,1.0,2026-04-04
2333,209,138,4.0,2026-04-29
2334,227,117,5.0,2026-01-13
2335,206,156,1.0,2026-04-21
2336,235,159,3.0,2026-01-08
2337,105,159,1.0,2026-06-23
2338,99,145,3.0,2026-06-10
2339,81,103,2.0,2026-04-03
2340,59,122,1.0,09/03/2026
2341,188,127,1.0,2026-05-13
2342,179,158,2.0,2026-04-26
2343,201,133,4.0,2026-05-08
2344,42,133,1.0,2026-04-04
2345,123,109,5.0,2026-02-12
2346,56,148,3.0,2026-01-14
2347,224,121,5.0,2026-02-21
2348,67,106,5.0,2026-04-06
2349,36,160,1.0,2026-03-18
2350,143,112,1.0,2026-04-02
2351,220,101,4.0,2026-02-20
2352,229,105,1.0,2026-06-19
2353,25,128,1.0,2026-03-08
2354,82,107,2.0,2026-06-03
2355,39,151,5.0,2026-03-12
2356,77,131,4.0,2026-03-22
2357,134,120,2.0,2026-04-20
2358,71,101,1.0,2026-02-17
2359,17,129,1.0,2026-02-09
2360,128,110,3.0,2026-03-10
2361,14,159,1.0,2026-05-26
2362,57,118,2.0,2026-01-27
2363,1,129,1.0,2026-03-21
2364,22,102,1.0,2026-05-02
2365,110,108,1.0,2026-05-08
2366,213,113,3.0,2026-03-20
2367,194,104,5.0,2026-01-15
2368,25,144,1.0,2026-01-03
2369,9,157,4.0,2026-03-27
2370,85,160,3.0,2026-05-27
2371,164,116,5.0,2026-01-06
2372,187,148,5.0,2026-06-10
2373,206,131,1.0,2026-05-03
2374,86,103,3.0,2026-01-02
2375,43,106,2.0,2026-03-04
2376,7,133,1.0,2026-02-09
2377,37,126,1.0,2026-06-21
2378,17,101,5.0,2026-04-11
2379,216,156,2.0,2026-02-28
2380,68,144,1.0,20/02/2026
2381,206,131,1.0,2026-04-13
2382,139,160,4.0,2026-01-01
2383,135,159,1.0,16/02/2026
2384,114,159,1.0,2026-01-30
2385,205,116,2.0,2026-04-23
2386,11,153,5.0,2026-05-02
2387,24,131,1.0,2026-03-26
2388,106,144,1.0,2026-01-26
2389,99,152,2.0,2026-03-09
2390,137,110,1.0,2026-06-02
2391,185,127,3.0,2026-02-06
2392,147,108,1.0,2026-01-30
2393,65,117,1.0,2026-01-21
2394,82,125,1.0,2026-05-28
2395,189,152,5.0,2026-01-22
2396,51,152,5.0,2026-04-16
2397,127,124,2.0,2026-06-30
2398,135,120,2.0,2026-04-27
2399,188,132,4.0,2026-03-16
2400,179,155,1.0,2026-02-07
2401,117,159,3.0,2026-01-01
2402,78,114,3.0,2026-01-29
2403,92,112,3.0,2026-06-22
2404,103,143,1.0,2026-01-26
2405,55,119,3.0,2026-01-04
2406,157,112,2.0,2026-05-28
2407,53,102,5.0,2026-03-17
2408,163,125,1.0,2026-03-06
2409,188,124,2.0,2026-05-10
2410,241,134,4.0,2026-04-05
2411,30,113,1.0,2026-06-15
2412,190,143,3.0,2026-03-26
2413,22,141,1.0,2026-05-10
2414,85,128,3.0,2026-06-09
2415,45,111,2.0,2026-03-25
2416,41,131,1.0,2026-02-21
2417,44,141,1.0,2026-06-26
2418,11,123,3.0,2026-02-11
2419,206,116,1.0,2026-01-08
2420,16,131,2.0,2026-04-15
2421,100,122,1.0,2026-06-28
2422,175,125,5.0,2026-01-16
2423,248,121,2.0,2026-06-03
2424,214,119,5.0,2026-05-31
2425,35,144,1.0,2026-06-18
2426,247,128,1.0,2026-03-18
2427,164,128,2.0,2026-02-16
2428,45,140,2.0,2026-04-03
2429,113,122,4.0,2026-01-26
2430,230,107,5.0,2026-06-02
2431,99,152,4.0,2026-05-01
2432,46,104,1.0,2026-03-29
2433,219,135,1.0,2026-04-04
2434,239,116,5.0,2026-05-09
2435,244,113,2.0,2026-04-05
2436,239,103,4.0,2026-06-02
2437,219,155,2.0,2026-06-17
2438,114,126,1.0,2026-06-21
2439,49,121,2.0,2026-04-23
2440,155,145,4.0,2026-05-15
2441,56,103,3.0,2026-02-26
2442,119,134,1.0,2026-01-07
2443,165,130,1.0,2026-03-14
2444,237,134,4.0,2026-06-07
2445,73,108,5.0,2026-01-25
2446,63,158,4.0,2026-04-09
2447,184,115,1.0,2026-02-04
2448,2,141,2.0,2026-03-19
2449,142,145,4.0,2026-01-26
2450,187,121,3.0,2026-05-13
2451,138,108,2.0,2026-05-27
2452,96,118,2.0,2026-05-18
2453,208,149,1.0,2026-05-08
2454,93,155,1.0,2026-02-12
2455,178,157,3.0,2026-04-06
2456,117,114,1.0,2026-01-19
2457,7,137,1.0,2026-03-09
2458,133,110,2.0,2026-04-02
2459,13,143,4.0,2026-05-01
2460,233,125,3.0,2026-01-18
2461,151,143,2.0,2026-05-28
2462,94,142,2.0,2026-03-25
2463,122,160,1.0,2026-06-09
2464,155,130,1.0,2026-04-06
2465,66,121,1.0,2026-04-10
2466,73,132,4.0,06/05/2026
2467,105,110,4.0,2026-05-29
2468,65,107,1.0,2026-01-29
2469,190,132,1.0,2026-04-03
2470,26,150,1.0,2026-01-06
2471,207,132,5.0,2026-03-27
2472,88,147,2.0,2026-05-28
2473,141,111,4.0,2026-06-06
2474,40,127,2.0,2026-02-21
2475,97,137,3.0,2026-03-11
2476,189,121,2.0,2026-04-10
2477,68,101,1.0,2026-03-13
2478,34,105,5.0,2026-02-02
2479,131,156,3.0,2026-02-25
2480,41,137,4.0,2026-03-15
2481,79,116,5.0,2026-04-04
2482,113,116,1.0,2026-06-16
2483,142,103,1.0,09/04/2026
2484,160,157,2.0,2026-03-12
2485,170,107,1.0,2026-04-30
2486,212,146,2.0,2026-05-20
2487,17,115,1.0,2026-03-19
2488,91,121,2.0,2026-03-30
2489,1,117,2.0,2026-02-09
2490,3,150,1.0,2026-06-06
2491,54,102,3.0,2026-06-06
2492,150,122,2.0,2026-02-01
2493,224,117,2.0,2026-03-04
2494,194,117,1.0,2026-02-19
2495,162,112,2.0,2026-06-17
2496,195,155,1.0,2026-01-12
2497,43,123,1.0,2026-02-07
2498,210,126,2.0,2026-02-26
2499,223,124,1.0,2026-04-12
2500,24,159,2.0,2026-02-15
2501,118,121,1.0,2026-04-08
2502,208,121,4.0,2026-05-16
2503,120,120,4.0,2026-05-30
2504,211,120,1.0,2026-01-18
2505,234,106,2.0,2026-01-26
2506,119,137,3.0,2026-01-18
2507,15,102,2.0,2026-06-14
2508,86,114,2.0,2026-04-29
2509,54,113,4.0,2026-04-07
2510,119,118,2.0,2026-05-24
2511,147,146,1.0,2026-04-17
2512,116,136,1.0,2026-02-12
2513,49,160,1.0,2026-04-03
2514,76,122,2.0,2026-05-08
2515,170,156,1.0,2026-01-07
2516,7,103,1.0,2026-04-20
2517,54,131,5.0,2026-03-31
2518,224,148,1.0,2026-01-13
2519,25,132,3.0,2026-02-17
2520,104,156,3.0,2026-03-23
2521,52,119,2.0,2026-03-04
2522,27,102,5.0,2026-02-22
2523,106,147,1.0,2026-04-28
2524,131,105,1.0,2026-03-15
2525,45,146,1.0,2026-04-01
2526,20,145,2.0,2026-05-25
2527,34,151,3.0,2026-01-17
2528,163,129,5.0,2026-03-07
2529,216,154,2.0,2026-01-14
2530,46,111,1.0,2026-06-17
2531,81,127,5.0,03/02/2026
2532,86,108,3.0,2026-05-29
2533,91,147,4.0,2026-02-04
2534,62,143,2.0,2026-02-28
2535,14,149,2.0,2026-04-21
2536,132,146,2.0,2026-05-31
2537,90,119,3.0,2026-02-02
2538,86,105,1.0,2026-02-08
2539,67,156,5.0,2026-06-09
2540,233,130,1.0,2026-02-28
2541,153,106,2.0,2026-02-07
2542,105,156,1.0,2026-05-15
2543,52,160,3.0,2026-01-17
2544,201,127,3.0,2026-06-06
2545,223,147,5.0,2026-06-08
2546,9,103,4.0,2026-06-05
2547,233,106,1.0,2026-02-23
2548,175,117,1.0,2026-01-21
2549,25,140,5.0,2026-03-19
2550,189,109,2.0,2026-03-02
2551,27,103,1.0,2026-06-23
2552,13,141,4.0,2026-04-25
